FileName,C101
nNode,101
nIter,37
nCols,4987
LB,1388.3478535353534
UB_1,1412.7
UB_2,1396.7000000000003
t_lb,5.991
t_ub1,8.573
t_enum,0.305
t_ub2,21.848
nEnumCols,50095
