FileName,C161
nNode,201
nIter,79
nCols,4718
LB,11372.901296296292
UB_1,11636.099999037115
UB_2,11475.0
t_lb,15.093
t_ub1,61.257
t_enum,0.359
t_ub2,232.543
nEnumCols,67710
