FileName,R161
nNode,251
nIter,95
nCols,2097
LB,19590.455833333333
UB_1,19679.300000000003
UB_2,19633.0
t_lb,8.234
t_ub1,8.702
t_enum,0.14
t_ub2,51.178
nEnumCols,16289
