FileName,RC121
nNode,111
nIter,45
nCols,1015
LB,4405.752777777779
UB_1,4428.199999999999
UB_2,4417.2
t_lb,1.031
t_ub1,1.079
t_enum,0.031
t_ub2,7.61
nEnumCols,4454
