FileName,C101
nNode,71
nIter,26
nCols,572
LB,1383.5416666666665
UB_1,1411.8999999999999
UB_2,1407.6000000000001
t_lb,0.784
t_ub1,1.063
t_enum,0.036
t_ub2,15.519
nEnumCols,4222
