FileName,RC121
nNode,151
nIter,57
nCols,7233
LB,3922.9552478213495
UB_1,4041.6000000000004
UB_2,3976.9
t_lb,21.605
t_ub1,115.485
t_enum,0.812
t_ub2,1122.651
nEnumCols,156365
