FileName,X-n801-k40
nNode,801
nIter,338
nCols,7591
LB,415931.6233465608
UB_1,416600.0
UB_2,416246.0
t_lb,282.55
t_ub1,107.792
t_enum,1.157
t_ub2,477.183
nEnumCols,60586
