FileName,R161
nNode,301
nIter,106
nCols,2501
LB,23321.425062455375
UB_1,23469.599996706933
UB_2,23372.600000000002
t_lb,13.173
t_ub1,20.297
t_enum,0.188
t_ub2,64.617
nEnumCols,23562
