FileName,RC101
nNode,91
nIter,34
nCols,2068
LB,1893.3021097046417
UB_1,1924.6
UB_2,1913.5
t_lb,1.699
t_ub1,3.675
t_enum,0.062
t_ub2,57.554
nEnumCols,17072
