FileName,X-n120-k6
nNode,120
nIter,45
nCols,6174
LB,38695.447222222225
UB_1,39025.0
UB_2,38875.0
t_lb,14.86
t_ub1,12.681
t_enum,0.416
t_ub2,152.303
nEnumCols,40883
