FileName,X-n957-k87
nNode,957
nIter,341
nCols,20789
LB,210542.56981706296
UB_1,212890.0
UB_2,211192.0
t_lb,1355.744
t_ub1,1803.336
t_enum,7.839
t_ub2,1801.472
nEnumCols,327607
