FileName,R121
nNode,121
nIter,45
nCols,995
LB,4748.758333333332
UB_1,4774.3
UB_2,4763.300000000001
t_lb,1.234
t_ub1,1.032
t_enum,0.047
t_ub2,2.219
nEnumCols,4962
