FileName,X-n219-k73
nNode,219
nIter,82
nCols,5215
LB,89902.84689153434
UB_1,90544.0
UB_2,90215.0
t_lb,19.831
t_ub1,30.411
t_enum,0.469
t_ub2,710.714
nEnumCols,57460
