FileName,RC161
nNode,251
nIter,96
nCols,5698
LB,14945.324338624334
UB_1,15093.5
UB_2,15023.699999999999
t_lb,28.138
t_ub1,136.979
t_enum,0.563
t_ub2,1076.908
nEnumCols,75244
