FileName,X-n317-k53
nNode,317
nIter,128
nCols,17026
LB,92773.92383040932
UB_1,93719.0
UB_2,93882.0
t_lb,210.576
t_ub1,1801.231
t_enum,3.437
t_ub2,1804.168
nEnumCols,356056
