FileName,X-n237-k14
nNode,237
nIter,101
nCols,2182
LB,124324.82777777783
UB_1,124653.0
UB_2,124505.0
t_lb,7.996
t_ub1,29.801
t_enum,0.116
t_ub2,380.977
nEnumCols,12937
