FileName,X-n317-k53
nNode,317
nIter,128
nCols,8113
LB,114523.6251552795
UB_1,114907.0
UB_2,114593.0
t_lb,61.328
t_ub1,85.188
t_enum,0.836
t_ub2,15.734
nEnumCols,72284
