FileName,C161
nNode,251
nIter,101
nCols,5871
LB,13889.076661706351
UB_1,14264.799999999997
UB_2,14054.2
t_lb,31.052
t_ub1,138.152
t_enum,0.562
t_ub2,1801.768
nEnumCols,86116
