FileName,R101
nNode,91
nIter,30
nCols,4341
LB,1290.783361344538
UB_1,1308.3000000000002
UB_2,1299.6
t_lb,4.354
t_ub1,7.413
t_enum,0.215
t_ub2,6.022
nEnumCols,25936
