FileName,R101
nNode,81
nIter,29
nCols,652
LB,1703.1000000000001
UB_1,1714.2999999999997
UB_2,1707.9
t_lb,0.488
t_ub1,0.797
t_enum,0.016
t_ub2,0.688
nEnumCols,2614
