FileName,X-n856-k95
nNode,856
nIter,303
nCols,17830
LB,183733.4671324395
UB_1,185486.0
UB_2,184412.0
t_lb,946.106
t_ub1,1803.781
t_enum,6.326
t_ub2,1801.169
nEnumCols,281052
