FileName,X-n548-k50
nNode,548
nIter,196
nCols,26977
LB,177332.41571859823
UB_1,180340.0
UB_2,178120.0
t_lb,972.334
t_ub1,1802.008
t_enum,14.769
t_ub2,1809.084
nEnumCols,613757
