FileName,C101
nNode,91
nIter,34
nCols,720
LB,1859.466666666666
UB_1,1882.3
UB_2,1878.299999656494
t_lb,0.793
t_ub1,0.628
t_enum,0.029
t_ub2,5.625
nEnumCols,4798
