FileName,X-n219-k73
nNode,219
nIter,80
nCols,11158
LB,73328.21504752433
UB_1,74131.0
UB_2,73662.0
t_lb,63.928
t_ub1,387.521
t_enum,1.499
t_ub2,1801.023
nEnumCols,200115
