FileName,RC101
nNode,91
nIter,33
nCols,4463
LB,1568.3749999999998
UB_1,1587.5
UB_2,1572.3000000000002
t_lb,4.793
t_ub1,2.049
t_enum,0.205
t_ub2,1.516
nEnumCols,16570
