FileName,X-n317-k53
nNode,317
nIter,136
nCols,3084
LB,150816.32823129246
UB_1,151199.0
UB_2,151058.0
t_lb,18.609
t_ub1,1808.202
t_enum,0.203
t_ub2,1800.604
nEnumCols,20867
