FileName,C121
nNode,141
nIter,57
nCols,3290
LB,4170.733333333333
UB_1,4307.499993204353
UB_2,4250.400000000001
t_lb,5.636
t_ub1,18.814
t_enum,0.23
t_ub2,1801.226
nEnumCols,48653
