FileName,RC161
nNode,251
nIter,96
nCols,2140
LB,19201.60000000001
UB_1,19335.9
UB_2,19272.699999999997
t_lb,7.984
t_ub1,11.107
t_enum,0.125
t_ub2,126.809
nEnumCols,18999
