FileName,R121
nNode,111
nIter,41
nCols,2488
LB,3514.9027777777774
UB_1,3547.8
UB_2,3541.7000000000003
t_lb,2.898
t_ub1,3.906
t_enum,0.094
t_ub2,51.61
nEnumCols,14425
