FileName,C121
nNode,121
nIter,50
nCols,2988
LB,3617.7779166666674
UB_1,3697.2
UB_2,3666.6999999999994
t_lb,3.769
t_ub1,14.997
t_enum,0.133
t_ub2,533.0
nEnumCols,38411
