FileName,X-n181-k23
nNode,181
nIter,74
nCols,4592
LB,45946.47083333337
UB_1,46277.0
UB_2,46021.0
t_lb,12.235
t_ub1,53.092
t_enum,0.297
t_ub2,12.916
nEnumCols,40854
