FileName,C121
nNode,121
nIter,52
nCols,1092
LB,4604.044999999999
UB_1,4682.8
UB_2,4652.099999999999
t_lb,1.321
t_ub1,6.716
t_enum,0.041
t_ub2,25.412
nEnumCols,9271
