FileName,X-n655-k131
nNode,655
nIter,244
nCols,32206
LB,106559.16915336493
UB_1,109359.0
UB_2,107543.0
t_lb,1810.802
t_ub1,1801.672
t_enum,18.114
t_ub2,1815.68
nEnumCols,744221
