FileName,C121
nNode,151
nIter,60
nCols,1259
LB,5789.807777777777
UB_1,5867.1
UB_2,5839.1
t_lb,2.195
t_ub1,4.453
t_enum,0.048
t_ub2,231.868
nEnumCols,12208
