FileName,RC101
nNode,61
nIter,27
nCols,1565
LB,1371.9833333333333
UB_1,1403.6000000000001
UB_2,1389.8
t_lb,0.729
t_ub1,6.848
t_enum,0.044
t_ub2,19.614
nEnumCols,10603
