FileName,RC101
nNode,51
nIter,20
nCols,412
LB,1517.413888888889
UB_1,1564.4
UB_2,1558.1999999999998
t_lb,0.235
t_ub1,0.666
t_enum,0.022
t_ub2,5.683
nEnumCols,3525
