FileName,RC121
nNode,121
nIter,45
nCols,5859
LB,3222.904561403508
UB_1,3265.7999999999997
UB_2,3242.1
t_lb,11.047
t_ub1,5.671
t_enum,0.422
t_ub2,42.469
nEnumCols,57420
