FileName,R101
nNode,101
nIter,33
nCols,4647
LB,1373.7051282051282
UB_1,1414.2
UB_2,1384.6
t_lb,5.892
t_ub1,13.898
t_enum,0.453
t_ub2,14.605
nEnumCols,87191
