FileName,C101
nNode,61
nIter,30
nCols,1604
LB,929.2523809523813
UB_1,931.7000000000002
UB_2,931.2
t_lb,0.793
t_ub1,1.895
t_enum,0.026
t_ub2,4.202
nEnumCols,1522
