FileName,X-n331-k15
nNode,331
nIter,130
nCols,7721
LB,137819.69441466237
UB_1,138667.0
UB_2,138113.0
t_lb,69.527
t_ub1,325.785
t_enum,1.063
t_ub2,1801.394
nEnumCols,103195
