FileName,R161
nNode,301
nIter,100
nCols,6511
LB,18125.230166666668
UB_1,18303.499999999996
UB_2,18191.5
t_lb,42.789
t_ub1,94.766
t_enum,0.75
t_ub2,168.378
nEnumCols,92284
