FileName,X-n502-k39
nNode,502
nIter,226
nCols,12801
LB,209900.23493490508
UB_1,211228.0
UB_2,210991.0
t_lb,247.397
t_ub1,1802.163
t_enum,2.121
t_ub2,1802.025
nEnumCols,164436
