FileName,R121
nNode,111
nIter,41
nCols,5398
LB,2973.443888888889
UB_1,3042.8999999999996
UB_2,2998.8
t_lb,10.14
t_ub1,11.469
t_enum,0.469
t_ub2,36.657
nEnumCols,84934
