FileName,RC101
nNode,61
nIter,24
nCols,517
LB,1735.9500000000003
UB_1,1769.9999999999998
UB_2,1762.6
t_lb,0.348
t_ub1,0.984
t_enum,0.017
t_ub2,6.129
nEnumCols,3095
