FileName,R161
nNode,201
nIter,73
nCols,1680
LB,15975.135185185187
UB_1,16066.399999999998
UB_2,16021.699999999999
t_lb,4.843
t_ub1,2.89
t_enum,0.094
t_ub2,8.266
nEnumCols,12408
