FileName,R161
nNode,351
nIter,109
nCols,6987
LB,21123.791437165775
UB_1,21333.299999999996
UB_2,21208.699999999997
t_lb,61.538
t_ub1,172.126
t_enum,1.047
t_ub2,236.971
nEnumCols,114496
