FileName,RC121
nNode,111
nIter,41
nCols,2621
LB,3478.7635416666667
UB_1,3507.6000000000004
UB_2,3503.7
t_lb,2.742
t_ub1,2.469
t_enum,0.109
t_ub2,31.329
nEnumCols,14469
