FileName,X-n237-k14
nNode,237
nIter,330
nCols,8699
LB,77640.36843292869
UB_1,78431.0
UB_2,78431.0
t_lb,102.062
t_ub1,218.664
t_enum,2.587
t_ub2,218.324
nEnumCols,221307
