FileName,X-n801-k40
nNode,801
nIter,561
nCols,10297
LB,415868.888640873
UB_1,416613.0
UB_2,416613.0
t_lb,1169.435
t_ub1,161.097
t_enum,1.203
t_ub2,160.52
nEnumCols,62434
