FileName,R121
nNode,111
nIter,141
nCols,2978
LB,2980.9473019801985
UB_1,3040.0
UB_2,3040.0
t_lb,9.344
t_ub1,4.564
t_enum,0.5
t_ub2,4.454
nEnumCols,74351
