FileName,X-n655-k131
nNode,655
nIter,839
nCols,23291
LB,106568.56198258454
UB_1,108434.0
UB_2,108434.0
t_lb,1627.787
t_ub1,1801.734
t_enum,21.769
t_ub2,1800.906
nEnumCols,633209
