FileName,X-n502-k39
nNode,502
nIter,432
nCols,6664
LB,278048.11502849014
UB_1,278207.0
UB_2,278207.0
t_lb,332.525
t_ub1,25.2
t_enum,0.454
t_ub2,24.936
nEnumCols,27847
