FileName,X-n856-k95
nNode,856
nIter,723
nCols,18411
LB,183768.77404613353
UB_1,184630.0
UB_2,184630.0
t_lb,1923.485
t_ub1,1802.829
t_enum,6.285
t_ub2,1801.704
nEnumCols,292993
