FileName,R121
nNode,141
nIter,118
nCols,1299
LB,5526.845833333334
UB_1,5589.399999013511
UB_2,5589.399999013511
t_lb,7.703
t_ub1,2.391
t_enum,0.0
t_ub2,2.375
nEnumCols,0
