FileName,R101
nNode,71
nIter,76
nCols,1134
LB,1236.6756410256412
UB_1,1256.6999999999998
UB_2,1256.6999999999998
t_lb,2.093
t_ub1,1.047
t_enum,0.094
t_ub2,1.031
nEnumCols,9728
