FileName,X-n655-k131
nNode,655
nIter,544
nCols,8514
LB,173036.5824915825
UB_1,173320.9999670537
UB_2,173320.9999670537
t_lb,738.258
t_ub1,84.015
t_enum,0.734
t_ub2,83.53
nEnumCols,45711
