FileName,X-n120-k6
nNode,120
nIter,164
nCols,4028
LB,38726.344139194145
UB_1,39159.0
UB_2,39159.0
t_lb,14.469
t_ub1,6.0
t_enum,0.453
t_ub2,5.89
nEnumCols,60168
