FileName,R161
nNode,251
nIter,211
nCols,4732
LB,15263.042129629632
UB_1,15473.399998287836
UB_2,15473.399998287836
t_lb,48.693
t_ub1,80.217
t_enum,0.969
t_ub2,79.998
nEnumCols,81303
