FileName,X-n801-k40
nNode,801
nIter,1522
nCols,44177
LB,254747.56431277373
UB_1,258542.0
UB_2,258542.0
t_lb,4566.148
t_ub1,1802.399
t_enum,30.286
t_ub2,1800.931
nEnumCols,922717
