FileName,X-n957-k87
nNode,957
nIter,573
nCols,11122
LB,276006.6777777779
UB_1,276807.0
UB_2,276807.0
t_lb,1790.05
t_ub1,416.135
t_enum,2.0
t_ub2,415.259
nEnumCols,79042
