FileName,RC121
nNode,121
nIter,142
nCols,3122
LB,3222.6402662783435
UB_1,3269.5
UB_2,3269.5
t_lb,10.65
t_ub1,4.469
t_enum,0.453
t_ub2,4.406
nEnumCols,65027
