FileName,C161
nNode,251
nIter,271
nCols,5690
LB,13908.882852076993
UB_1,14181.5
UB_2,14181.5
t_lb,62.058
t_ub1,116.297
t_enum,0.563
t_ub2,116.078
nEnumCols,87463
