FileName,RC121
nNode,121
nIter,132
nCols,2403
LB,3837.1233333333334
UB_1,3919.6000000000004
UB_2,3919.6000000000004
t_lb,7.819
t_ub1,3.344
t_enum,0.703
t_ub2,3.297
nEnumCols,34666
