FileName,R101
nNode,61
nIter,76
nCols,1428
LB,892.5898148148146
UB_1,921.4000000000001
UB_2,921.4000000000001
t_lb,1.969
t_ub1,1.188
t_enum,0.14
t_ub2,1.172
nEnumCols,27843
